,Location,2020,2021,2022,Income_per_Capita
2852,"Bland, VA",39111.0,42162.0,42629.0,41300.666666666664
2853,"Botetourt, VA",55106.0,57273.0,59504.0,57294.333333333336
2854,"Brunswick, VA",36672.0,40267.0,41082.0,39340.333333333336
2855,"Buchanan, VA",39621.0,43165.0,45289.0,42691.666666666664
2856,"Buckingham, VA",33515.0,37026.0,37877.0,36139.333333333336
2857,"Caroline, VA",47241.0,50548.0,51500.0,49763.0
2858,"Charles City, VA",54205.0,56703.0,57151.0,56019.666666666664
2859,"Charlotte, VA",39367.0,44074.0,45263.0,42901.333333333336
2860,"Chesterfield, VA",58219.0,62033.0,64035.0,61429.0
2861,"Clarke, VA",69063.0,75346.0,77961.0,74123.33333333333
2862,"Craig, VA",42970.0,46315.0,47392.0,45559.0
2863,"Culpeper, VA",51440.0,54266.0,55962.0,53889.333333333336
2864,"Cumberland, VA",40805.0,45265.0,46446.0,44172.0
2865,"Dickenson, VA",37129.0,40480.0,41038.0,39549.0
2866,"Essex, VA",47869.0,51462.0,51690.0,50340.333333333336
2867,"Fauquier, VA",74288.0,79392.0,82872.0,78850.66666666667
2868,"Floyd, VA",43639.0,47556.0,48912.0,46702.333333333336
2869,"Fluvanna, VA",48349.0,52434.0,53333.0,51372.0
2870,"Franklin, VA",47157.0,50783.0,52577.0,50172.333333333336
2871,"Giles, VA",42845.0,48074.0,49522.0,46813.666666666664
2872,"Gloucester, VA",52246.0,56313.0,57498.0,55352.333333333336
2873,"Goochland, VA",99944.0,110612.0,116296.0,108950.66666666667
2874,"Grayson, VA",35067.0,37923.0,38942.0,37310.666666666664
2875,"Greene, VA",46174.0,50185.0,51629.0,49329.333333333336
2876,"Halifax, VA",39536.0,43237.0,44509.0,42427.333333333336
2877,"Hanover, VA",65092.0,69263.0,72302.0,68885.66666666667
2878,"Henrico, VA",69268.0,74225.0,76976.0,73489.66666666667
2879,"Highland, VA",44320.0,48161.0,50481.0,47654.0
2880,"Isle of Wight, VA",57943.0,62139.0,63847.0,61309.666666666664
2881,"King and Queen, VA",51156.0,54839.0,55304.0,53766.333333333336
2882,"King George, VA",58946.0,62938.0,64018.0,61967.333333333336
2883,"King William, VA",49700.0,53554.0,54612.0,52622.0
2884,"Lancaster, VA",64049.0,69654.0,72524.0,68742.33333333333
2885,"Lee, VA",34875.0,37809.0,38552.0,37078.666666666664
2886,"Loudoun, VA",85393.0,92163.0,96862.0,91472.66666666667
2887,"Louisa, VA",46650.0,50390.0,50730.0,49256.666666666664
2888,"Lunenburg, VA",36381.0,39493.0,38986.0,38286.666666666664
2889,"Madison, VA",51376.0,55251.0,56535.0,54387.333333333336
2890,"Mathews, VA",61846.0,65601.0,67870.0,65105.666666666664
2891,"Mecklenburg, VA",41327.0,46240.0,45526.0,44364.333333333336
2892,"Middlesex, VA",55313.0,58916.0,60298.0,58175.666666666664
2893,"Nelson, VA",57271.0,62809.0,64673.0,61584.333333333336
2894,"New Kent, VA",88570.0,96350.0,102849.0,95923.0
2895,"Northampton, VA",59493.0,66944.0,64220.0,63552.333333333336
2896,"Northumberland, VA",59113.0,62129.0,61421.0,60887.666666666664
2897,"Nottoway, VA",37003.0,42482.0,44913.0,41466.0
2898,"Orange, VA",55580.0,59065.0,58942.0,57862.333333333336
2899,"Page, VA",41945.0,46386.0,49085.0,45805.333333333336
2900,"Patrick, VA",36305.0,39098.0,40272.0,38558.333333333336
2901,"Powhatan, VA",60942.0,64880.0,67908.0,64576.666666666664
2902,"Prince Edward, VA",35765.0,38914.0,39525.0,38068.0
2903,"Pulaski, VA",42545.0,46473.0,48108.0,45708.666666666664
2904,"Rappahannock, VA",70931.0,76658.0,79425.0,75671.33333333333
2905,"Richmond, VA",41905.0,43849.0,42685.0,42813.0
2906,"Russell, VA",37054.0,39578.0,40218.0,38950.0
2907,"Scott, VA",35773.0,38845.0,39605.0,38074.333333333336
2908,"Shenandoah, VA",49287.0,54485.0,56745.0,53505.666666666664
2909,"Smyth, VA",40203.0,43209.0,44461.0,42624.333333333336
2910,"Stafford, VA",59185.0,62717.0,65233.0,62378.333333333336
2911,"Surry, VA",46414.0,51886.0,52428.0,50242.666666666664
2912,"Sussex, VA",34627.0,38068.0,37755.0,36816.666666666664
2913,"Tazewell, VA",40281.0,42923.0,43986.0,42396.666666666664
2914,"Warren, VA",50951.0,54916.0,56144.0,54003.666666666664
2915,"Westmoreland, VA",48096.0,50698.0,50626.0,49806.666666666664
2916,"Wythe, VA",39530.0,43121.0,44566.0,42405.666666666664
2917,"Alexandria (Independent City), VA",91012.0,103831.0,105239.0,100027.33333333333
2918,"Chesapeake (Independent City), VA",53172.0,57176.0,58478.0,56275.333333333336
2919,"Hampton (Independent City), VA",45149.0,48577.0,48525.0,47417.0
2920,"Newport News (Independent City), VA",43197.0,46919.0,46873.0,45663.0
2921,"Norfolk (Independent City), VA",41955.0,46919.0,47898.0,45590.666666666664
2922,"Portsmouth (Independent City), VA",43042.0,45825.0,46025.0,44964.0
2923,"Richmond (Independent City), VA",62602.0,68799.0,71174.0,67525.0
2924,"Roanoke (Independent City), VA",45563.0,49714.0,50807.0,48694.666666666664
2925,"Suffolk (Independent City), VA",54783.0,59366.0,60770.0,58306.333333333336
2926,"Virginia Beach (Independent City), VA",59597.0,64454.0,65986.0,63345.666666666664
2927,"Albemarle + Charlottesville, VA*",75998.0,88287.0,91201.0,85162.0
2928,"Alleghany + Covington, VA*",41854.0,44968.0,46250.0,44357.333333333336
2929,"Augusta, Staunton + Waynesboro, VA*",47467.0,51192.0,52910.0,50523.0
2930,"Campbell + Lynchburg, VA*",41668.0,44800.0,45413.0,43960.333333333336
2931,"Carroll + Galax, VA*",40288.0,43267.0,44770.0,42775.0
2932,"Dinwiddie, Colonial Heights + Petersburg, VA*",43022.0,46035.0,45870.0,44975.666666666664
2933,"Fairfax, Fairfax City + Falls Church, VA*",88291.0,97278.0,101400.0,95656.33333333333
2934,"Frederick + Winchester, VA*",55344.0,60095.0,62259.0,59232.666666666664
2935,"Greensville + Emporia, VA*",35051.0,39039.0,39233.0,37774.333333333336
2936,"Henry + Martinsville, VA*",41842.0,45512.0,47455.0,44936.333333333336
2937,"James City + Williamsburg, VA*",67364.0,73332.0,75891.0,72195.66666666667
2938,"Montgomery + Radford, VA*",40112.0,43739.0,45379.0,43076.666666666664
2939,"Pittsylvania + Danville, VA*",40604.0,43930.0,44986.0,43173.333333333336
2940,"Prince George + Hopewell, VA*",37703.0,39464.0,39733.0,38966.666666666664
2941,"Prince William, Manassas + Manassas Park, VA*",58552.0,62083.0,63701.0,61445.333333333336
2942,"Roanoke + Salem, VA*",53180.0,57071.0,59109.0,56453.333333333336
2943,"Rockbridge, Buena Vista + Lexington, VA*",43625.0,46574.0,48356.0,46185.0
2944,"Rockingham + Harrisonburg, VA*",43349.0,48056.0,51466.0,47623.666666666664
2945,"Southampton + Franklin, VA*",45518.0,49029.0,50266.0,48271.0
2946,"Spotsylvania + Fredericksburg, VA*",56272.0,60595.0,62617.0,59828.0
2947,"Washington + Bristol, VA*",42738.0,45963.0,46706.0,45135.666666666664
2948,"Wise + Norton, VA*",37115.0,40444.0,41103.0,39554.0
2949,"York + Poquoson, VA*",61149.0,65791.0,67917.0,64952.333333333336
2950,"Adams, WA",43788.0,47196.0,47933.0,46305.666666666664
2951,"Asotin, WA",49729.0,53209.0,54340.0,52426.0
2952,"Benton, WA",50724.0,54663.0,54454.0,53280.333333333336
2953,"Chelan, WA",57951.0,62422.0,62685.0,61019.333333333336
2954,"Clallam, WA",50927.0,55026.0,55566.0,53839.666666666664
2955,"Clark, WA",57827.0,63923.0,65522.0,62424.0
2956,"Columbia, WA",58030.0,60341.0,62566.0,60312.333333333336
2957,"Cowlitz, WA",49999.0,54131.0,54630.0,52920.0
2958,"Douglas, WA",45851.0,49319.0,49114.0,48094.666666666664
2959,"Ferry, WA",43440.0,46528.0,44144.0,44704.0
2960,"Franklin, WA",42484.0,46781.0,46072.0,45112.333333333336
2961,"Garfield, WA",55960.0,56136.0,58112.0,56736.0
2962,"Grant, WA",45301.0,48927.0,48963.0,47730.333333333336
2963,"Grays Harbor, WA",43766.0,47304.0,46878.0,45982.666666666664
2964,"Island, WA",59211.0,63973.0,65564.0,62916.0
2965,"Jefferson, WA",56431.0,61489.0,62898.0,60272.666666666664
2966,"King, WA",99372.0,111117.0,113819.0,108102.66666666667
2967,"Kitsap, WA",62192.0,66919.0,68198.0,65769.66666666667
2968,"Kittitas, WA",50834.0,55250.0,55076.0,53720.0
2969,"Klickitat, WA",51544.0,54250.0,53305.0,53033.0
2970,"Lewis, WA",48860.0,51688.0,52769.0,51105.666666666664
2971,"Lincoln, WA",50818.0,53383.0,51953.0,52051.333333333336
2972,"Mason, WA",47670.0,51104.0,51375.0,50049.666666666664
2973,"Okanogan, WA",46649.0,50688.0,49552.0,48963.0
2974,"Pacific, WA",43984.0,47323.0,46498.0,45935.0
2975,"Pend Oreille, WA",46684.0,49572.0,48892.0,48382.666666666664
2976,"Pierce, WA",55533.0,59466.0,59986.0,58328.333333333336
2977,"San Juan, WA",81257.0,84969.0,89744.0,85323.33333333333
2978,"Skagit, WA",57890.0,62412.0,62915.0,61072.333333333336
2979,"Skamania, WA",56122.0,61570.0,62472.0,60054.666666666664
2980,"Snohomish, WA",62805.0,67885.0,69010.0,66566.66666666667
2981,"Spokane, WA",49083.0,54474.0,54223.0,52593.333333333336
2982,"Stevens, WA",42694.0,47157.0,46750.0,45533.666666666664
2983,"Thurston, WA",54831.0,59001.0,59697.0,57843.0
2984,"Wahkiakum, WA",48913.0,49604.0,50372.0,49629.666666666664
2985,"Walla Walla, WA",49569.0,54897.0,55436.0,53300.666666666664
2986,"Whatcom, WA",53867.0,58581.0,58993.0,57147.0
2987,"Whitman, WA",44263.0,51235.0,46672.0,47390.0
2988,"Yakima, WA",45996.0,49637.0,49266.0,48299.666666666664
2989,"Barbour, WV",38272.0,40850.0,40399.0,39840.333333333336
2990,"Berkeley, WV",47706.0,51249.0,52264.0,50406.333333333336
2991,"Boone, WV",37561.0,41306.0,41275.0,40047.333333333336
2992,"Braxton, WV",39213.0,40732.0,40079.0,40008.0
2993,"Brooke, WV",44893.0,49183.0,50324.0,48133.333333333336
2994,"Cabell, WV",46125.0,49977.0,51125.0,49075.666666666664
2995,"Calhoun, WV",38866.0,41735.0,40741.0,40447.333333333336
2996,"Clay, WV",36085.0,38819.0,38450.0,37784.666666666664
2997,"Doddridge, WV",34487.0,37305.0,39087.0,36959.666666666664
2998,"Fayette, WV",40368.0,44327.0,44814.0,43169.666666666664
2999,"Gilmer, WV",33347.0,35155.0,35411.0,34637.666666666664
3000,"Grant, WV",42169.0,45794.0,46333.0,44765.333333333336
3001,"Greenbrier, WV",43919.0,47207.0,47304.0,46143.333333333336
3002,"Hampshire, WV",41686.0,45450.0,46303.0,44479.666666666664
3003,"Hancock, WV",45903.0,50108.0,50824.0,48945.0
3004,"Hardy, WV",35778.0,40786.0,43795.0,40119.666666666664
3005,"Harrison, WV",52777.0,57617.0,59058.0,56484.0
3006,"Jackson, WV",42303.0,45039.0,45467.0,44269.666666666664
3007,"Jefferson, WV",56828.0,61633.0,63434.0,60631.666666666664
3008,"Kanawha, WV",51353.0,55950.0,57174.0,54825.666666666664
3009,"Lewis, WV",40809.0,43661.0,43632.0,42700.666666666664
3010,"Lincoln, WV",33884.0,36733.0,36763.0,35793.333333333336
3011,"Logan, WV",38968.0,42251.0,42308.0,41175.666666666664
3012,"McDowell, WV",30972.0,33979.0,34283.0,33078.0
3013,"Marion, WV",45524.0,48983.0,48998.0,47835.0
3014,"Marshall, WV",42645.0,47095.0,48766.0,46168.666666666664
3015,"Mason, WV",38848.0,42060.0,42115.0,41007.666666666664
3016,"Mercer, WV",41342.0,44605.0,44763.0,43570.0
3017,"Mineral, WV",46579.0,49460.0,48818.0,48285.666666666664
3018,"Mingo, WV",33906.0,36541.0,36646.0,35697.666666666664
3019,"Monongalia, WV",49914.0,54245.0,55218.0,53125.666666666664
3020,"Monroe, WV",37942.0,40916.0,40382.0,39746.666666666664
3021,"Morgan, WV",41577.0,45602.0,45105.0,44094.666666666664
3022,"Nicholas, WV",37945.0,40452.0,40599.0,39665.333333333336
3023,"Ohio, WV",56802.0,64371.0,66701.0,62624.666666666664
3024,"Pendleton, WV",45045.0,50217.0,54365.0,49875.666666666664
3025,"Pleasants, WV",45294.0,48406.0,49208.0,47636.0
3026,"Pocahontas, WV",48098.0,51038.0,50751.0,49962.333333333336
3027,"Preston, WV",39580.0,42639.0,42407.0,41542.0
3028,"Putnam, WV",49979.0,53968.0,55827.0,53258.0
3029,"Raleigh, WV",43723.0,47566.0,48285.0,46524.666666666664
3030,"Randolph, WV",42358.0,45660.0,45636.0,44551.333333333336
3031,"Ritchie, WV",48135.0,52021.0,54852.0,51669.333333333336
3032,"Roane, WV",36853.0,39228.0,39056.0,38379.0
3033,"Summers, WV",39487.0,42791.0,43026.0,41768.0
3034,"Taylor, WV",44533.0,48851.0,49161.0,47515.0
3035,"Tucker, WV",47843.0,53215.0,55157.0,52071.666666666664
3036,"Tyler, WV",44416.0,50394.0,56445.0,50418.333333333336
3037,"Upshur, WV",38304.0,40959.0,41230.0,40164.333333333336
3038,"Wayne, WV",38047.0,40917.0,41922.0,40295.333333333336
3039,"Webster, WV",33084.0,33543.0,32597.0,33074.666666666664
3040,"Wetzel, WV",39966.0,43917.0,45280.0,43054.333333333336
3041,"Wirt, WV",37555.0,40977.0,39663.0,39398.333333333336
3042,"Wood, WV",48300.0,55537.0,58325.0,54054.0
3043,"Wyoming, WV",31846.0,34573.0,35181.0,33866.666666666664
3044,"Adams, WI",43993.0,46112.0,44696.0,44933.666666666664
3045,"Ashland, WI",43573.0,46557.0,46014.0,45381.333333333336
3046,"Barron, WI",54519.0,56928.0,58029.0,56492.0
3047,"Bayfield, WI",49990.0,53818.0,52963.0,52257.0
3048,"Brown, WI",56965.0,60799.0,62519.0,60094.333333333336
3049,"Buffalo, WI",49669.0,54431.0,55319.0,53139.666666666664
3050,"Burnett, WI",45180.0,48389.0,48081.0,47216.666666666664
3051,"Calumet, WI",54563.0,58066.0,58999.0,57209.333333333336
3052,"Chippewa, WI",50119.0,53732.0,54474.0,52775.0
3053,"Clark, WI",47556.0,50125.0,51365.0,49682.0
3054,"Columbia, WI",56124.0,60878.0,61542.0,59514.666666666664
3055,"Crawford, WI",46646.0,50089.0,50741.0,49158.666666666664
3056,"Dane, WI",65500.0,72511.0,73726.0,70579.0
3057,"Dodge, WI",47464.0,51562.0,52398.0,50474.666666666664
3058,"Door, WI",65788.0,70363.0,71130.0,69093.66666666667
3059,"Douglas, WI",45619.0,49342.0,49469.0,48143.333333333336
3060,"Dunn, WI",44574.0,49794.0,49324.0,47897.333333333336
3061,"Eau Claire, WI",51690.0,56403.0,57320.0,55137.666666666664
3062,"Florence, WI",54969.0,61327.0,62285.0,59527.0
3063,"Fond du Lac, WI",52419.0,56667.0,58204.0,55763.333333333336
3064,"Forest, WI",44504.0,46167.0,45248.0,45306.333333333336
3065,"Grant, WI",47534.0,51475.0,52264.0,50424.333333333336
3066,"Green, WI",56709.0,60288.0,61416.0,59471.0
3067,"Green Lake, WI",46978.0,51152.0,51819.0,49983.0
3068,"Iowa, WI",53207.0,58191.0,58797.0,56731.666666666664
3069,"Iron, WI",50456.0,53379.0,53626.0,52487.0
3070,"Jackson, WI",48388.0,50110.0,50097.0,49531.666666666664
3071,"Jefferson, WI",49776.0,53886.0,55023.0,52895.0
3072,"Juneau, WI",42804.0,46547.0,46696.0,45349.0
3073,"Kenosha, WI",52288.0,56471.0,58255.0,55671.333333333336
3074,"Kewaunee, WI",52538.0,56598.0,57770.0,55635.333333333336
3075,"La Crosse, WI",53817.0,59705.0,60463.0,57995.0
3076,"Lafayette, WI",47826.0,50750.0,52048.0,50208.0
3077,"Langlade, WI",47949.0,51018.0,50852.0,49939.666666666664
3078,"Lincoln, WI",49761.0,52544.0,53038.0,51781.0
3079,"Manitowoc, WI",49295.0,53633.0,54592.0,52506.666666666664
3080,"Marathon, WI",54405.0,59089.0,59949.0,57814.333333333336
3081,"Marinette, WI",47230.0,51745.0,52260.0,50411.666666666664
3082,"Marquette, WI",46069.0,48932.0,49041.0,48014.0
3083,"Menominee, WI*",37076.0,41300.0,41435.0,39937.0
3084,"Milwaukee, WI",50651.0,55965.0,56188.0,54268.0
3085,"Monroe, WI",46143.0,49825.0,50008.0,48658.666666666664
3086,"Oconto, WI",49649.0,53227.0,53823.0,52233.0
3087,"Oneida, WI",52255.0,55494.0,56013.0,54587.333333333336
3088,"Outagamie, WI",55048.0,59276.0,60352.0,58225.333333333336
3089,"Ozaukee, WI",86875.0,95076.0,99817.0,93922.66666666667
3090,"Pepin, WI",54852.0,59472.0,60146.0,58156.666666666664
3091,"Pierce, WI",51054.0,57563.0,58338.0,55651.666666666664
3092,"Polk, WI",49838.0,53479.0,54302.0,52539.666666666664
3093,"Portage, WI",50335.0,54681.0,54375.0,53130.333333333336
3094,"Price, WI",47741.0,51261.0,51846.0,50282.666666666664
3095,"Racine, WI",52951.0,56680.0,57574.0,55735.0
3096,"Richland, WI",47428.0,50606.0,51382.0,49805.333333333336
3097,"Rock, WI",47909.0,51955.0,52517.0,50793.666666666664
3098,"Rusk, WI",47883.0,52068.0,52712.0,50887.666666666664
3099,"St. Croix, WI",59624.0,65129.0,67477.0,64076.666666666664
3100,"Sauk, WI",55652.0,62446.0,62052.0,60050.0
3101,"Sawyer, WI",46857.0,51291.0,50990.0,49712.666666666664
3102,"Shawano, WI*",46611.0,50004.0,50444.0,49019.666666666664
3103,"Sheboygan, WI",54964.0,58813.0,60359.0,58045.333333333336
3104,"Taylor, WI",47024.0,50581.0,50045.0,49216.666666666664
3105,"Trempealeau, WI",46904.0,50846.0,51281.0,49677.0
3106,"Vernon, WI",45808.0,49833.0,50622.0,48754.333333333336
3107,"Vilas, WI",54842.0,59002.0,59807.0,57883.666666666664
3108,"Walworth, WI",55245.0,61316.0,62828.0,59796.333333333336
3109,"Washburn, WI",50675.0,55481.0,55362.0,53839.333333333336
3110,"Washington, WI",61808.0,66651.0,68705.0,65721.33333333333
3111,"Waukesha, WI",76931.0,84113.0,87582.0,82875.33333333333
3112,"Waupaca, WI",49255.0,53368.0,54632.0,52418.333333333336
3113,"Waushara, WI",43781.0,46976.0,46697.0,45818.0
3114,"Winnebago, WI",51855.0,56253.0,56878.0,54995.333333333336
3115,"Wood, WI",49588.0,52678.0,53162.0,51809.333333333336
3116,"Shawano (includes Menominee), WI*",,,,
3117,"Albany, WY",46450.0,49551.0,50632.0,48877.666666666664
3118,"Big Horn, WY",43730.0,46449.0,46614.0,45597.666666666664
3119,"Campbell, WY",53982.0,55649.0,56374.0,55335.0
3120,"Carbon, WY",61885.0,63190.0,67105.0,64060.0
3121,"Converse, WY",65990.0,64817.0,65733.0,65513.333333333336
3122,"Crook, WY",53149.0,54778.0,57399.0,55108.666666666664
3123,"Fremont, WY",49046.0,50897.0,52497.0,50813.333333333336
3124,"Goshen, WY",48258.0,50662.0,50629.0,49849.666666666664
3125,"Hot Springs, WY",72084.0,71660.0,71070.0,71604.66666666667
3126,"Johnson, WY",58284.0,60771.0,61956.0,60337.0
3127,"Laramie, WY",55842.0,58724.0,59148.0,57904.666666666664
3128,"Lincoln, WY",53640.0,61303.0,63195.0,59379.333333333336
3129,"Natrona, WY",63738.0,66986.0,68472.0,66398.66666666667
3130,"Niobrara, WY",52357.0,56356.0,55166.0,54626.333333333336
3131,"Park, WY",61527.0,62836.0,65164.0,63175.666666666664
3132,"Platte, WY",52855.0,54039.0,55397.0,54097.0
3133,"Sheridan, WY",59264.0,65011.0,66790.0,63688.333333333336
3134,"Sublette, WY",62970.0,59865.0,61584.0,61473.0
3135,"Sweetwater, WY",54708.0,56252.0,58374.0,56444.666666666664
3136,"Teton, WY",300665.0,362522.0,406054.0,356413.6666666667
3137,"Uinta, WY",42289.0,44358.0,44775.0,43807.333333333336
3138,"Washakie, WY",55098.0,54898.0,55288.0,55094.666666666664
3139,"Weston, WY",49854.0,49734.0,50987.0,50191.666666666664
3140,,,,,
3141,,,,,
3142,,,,,
3143,,,,,
3144,Legend/Footnotes,,,,
3145,"2. Per capita personal income was computed using Census Bureau midyear population estimates. BEA produced intercensal annual county population statistics for 2010 to 2019 that are tied to the Census Bureau decennial counts for 2010 and 2020. BEA developed intercensal population statistics because this data was not published when Census released county population data for 2020 and 2022, which are based on the 2020 decennial counts. BEA used the Census Bureau Das Gupta method (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/intercensal/2000-2010-intercensal-estimates-methodology.pdf), modified to account for an extra leap year day, to produce the intercensal population figures that will be used until Census releases its official intercensal population data.",,,,
3146,* Estimates for 1979 forward reflect Alaska Census Areas as defined by the Census Bureau; those for prior years reflect Alaska Census Divisions as defined in the 1970 Decennial Census.,,,,
3147,* Estimates from 1988 forward separate Aleutian Islands Census Area (02010) into Aleutians East Borough (02013) and Aleutians West Census Area (02016).,,,,
3148,* Estimates for 1991 forward separate Denali Borough (02068) from Yukon-Koyukuk Census Area (02290) and Lake and Peninsula Borough (02164) from Dillingham Census Area (02070).,,,,
3149,"* Estimates from 1993 forward separate Skagway-Yakutat-Angoon Census Area (02231) into Skagway-Hoonah-Angoon Census Area (02232) and Yakutat City and Borough (02282). Estimates from 2008 forward separate Skagway-Hoonah-Angoon Census Area (02232) into Skagway Municipality (02230) and Hoonah-Angoon Census Area (02105). Estimates from 2009 forward separate Wrangell-Petersburg Census Area (02280) into Petersburg Census Area and Wrangell City and Borough (02275). In addition, a part of the Prince of Wales-Outer Ketchikan Census Area (02201) was annexed by Ketchikan Gateway Borough (02130) and part (Meyers Chuck Area) was included in the new Wrangell City and Borough (02275). The remainder of the Prince of Wales-Outer Ketchikan Census Area (02201) was renamed Prince of Wales-Hyder Census Area (02198). Petersburg Borough (02195) was created from part of former Petersburg Census Area and part of Hoonah-Angoon Census Area (02105) for 2013 forward. Prince of Wales-Hyder Census Area (02198) added part of the former Petersburg Census Area beginning in 2013. For years 2009-2012, Petersburg Borough (02195) reflects the geographic boundaries of the former Petersburg Census Area.",,,,
3150,"* Wade Hampton Census Area was renamed Kusilvak Census Area (02158) on July 1, 2015.",,,,
3151,"* On January 2, 2019, two new county equivalents were created from the former Valdez-Cordova Census Area, Alaska (02261): Chugach Census Area (02063) and Copper River Census Area (02066). Estimates for 2020 forward reflect these changes.",,,,
3152,"* La Paz County, AZ was separated from Yuma County on January 1, 1983. The Yuma, AZ MSA contains the area that became La Paz County, AZ through 1982 and excludes it beginning with 1983.",,,,
3153,"* Broomfield County, CO, was created from parts of Adams, Boulder, Jefferson, and Weld counties effective November 15, 2001. Estimates for Broomfield county begin with 2002.",,,,
3154,"* Kalawao County, Hawaii is combined with Maui County. Separate estimates for the jurisdictions making up the combination areas are not available.",,,,
3155,"* Cibola, NM was separated from Valencia in June 1981, but in these estimates, Valencia includes Cibola through the end of 1981.",,,,
