,Start Date,End Date,Location,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,2020,2021,2022,Income_per_Capita
589,01/01/2020,09/23/2023,"Forsyth, GA",2,13,117,13117,Distribution of COVID-19 deaths (%),7024,586,0.824,0.056,,0.036,,0.082,,Large fringe metro,69446.0,74888.0,79382.0,74572.0
590,01/01/2020,09/23/2023,"Forsyth, GA",2,13,117,13117,Distribution of population (%),7024,586,0.674,0.042,0.002,0.168,0.0,0.096,0.017,Large fringe metro,69446.0,74888.0,79382.0,74572.0
591,01/01/2020,09/23/2023,"Fulton, GA",1,13,121,13121,Distribution of all-cause deaths (%),38623,3198,0.426,0.509,0.001,0.026,,0.036,0.003,Large central metro,92999.0,101688.0,100614.0,98433.66666666669
592,01/01/2020,09/23/2023,"Fulton, GA",1,13,121,13121,Distribution of COVID-19 deaths (%),38623,3198,0.347,0.558,,0.024,,0.064,0.005,Large central metro,92999.0,101688.0,100614.0,98433.66666666669
593,01/01/2020,09/23/2023,"Fulton, GA",1,13,121,13121,Distribution of population (%),38623,3198,0.393,0.436,0.001,0.078,0.0,0.072,0.02,Large central metro,92999.0,101688.0,100614.0,98433.66666666669
594,01/01/2020,09/23/2023,"Glynn, GA",4,13,127,13127,Distribution of all-cause deaths (%),4774,550,0.77,0.202,,0.008,,0.018,,Small metro,52711.0,58513.0,60033.0,57085.666666666664
595,01/01/2020,09/23/2023,"Glynn, GA",4,13,127,13127,Distribution of COVID-19 deaths (%),4774,550,0.702,0.253,,,,0.027,,Small metro,52711.0,58513.0,60033.0,57085.666666666664
596,01/01/2020,09/23/2023,"Glynn, GA",4,13,127,13127,Distribution of population (%),4774,550,0.635,0.261,0.003,0.016,0.001,0.069,0.016,Small metro,52711.0,58513.0,60033.0,57085.666666666664
597,01/01/2020,09/23/2023,"Gordon, GA",5,13,129,13129,Distribution of all-cause deaths (%),2372,300,0.943,0.03,,,,0.022,,Micropolitan,38340.0,42973.0,44793.0,42035.333333333336
598,01/01/2020,09/23/2023,"Gordon, GA",5,13,129,13129,Distribution of COVID-19 deaths (%),2372,300,0.907,0.04,,,,0.05,,Micropolitan,38340.0,42973.0,44793.0,42035.333333333336
599,01/01/2020,09/23/2023,"Gordon, GA",5,13,129,13129,Distribution of population (%),2372,300,0.764,0.039,0.002,0.012,0.001,0.166,0.015,Micropolitan,38340.0,42973.0,44793.0,42035.333333333336
600,01/01/2020,09/23/2023,"Gwinnett, GA",2,13,135,13135,Distribution of all-cause deaths (%),18115,1544,0.581,0.232,0.001,0.093,0.001,0.088,0.004,Large fringe metro,45934.0,50121.0,50866.0,48973.666666666664
601,01/01/2020,09/23/2023,"Gwinnett, GA",2,13,135,13135,Distribution of COVID-19 deaths (%),18115,1544,0.466,0.24,,0.106,,0.184,,Large fringe metro,45934.0,50121.0,50866.0,48973.666666666664
602,01/01/2020,09/23/2023,"Gwinnett, GA",2,13,135,13135,Distribution of population (%),18115,1544,0.343,0.285,0.002,0.128,0.0,0.218,0.024,Large fringe metro,45934.0,50121.0,50866.0,48973.666666666664
603,01/01/2020,09/23/2023,"Habersham, GA",5,13,137,13137,Distribution of all-cause deaths (%),1526,142,0.959,0.021,,0.011,,0.007,,Micropolitan,36900.0,39411.0,40155.0,38822.0
604,01/01/2020,09/23/2023,"Habersham, GA",5,13,137,13137,Distribution of COVID-19 deaths (%),1526,142,0.951,,,,,,,Micropolitan,36900.0,39411.0,40155.0,38822.0
605,01/01/2020,09/23/2023,"Habersham, GA",5,13,137,13137,Distribution of population (%),1526,142,0.76,0.035,0.002,0.022,0.001,0.164,0.016,Micropolitan,36900.0,39411.0,40155.0,38822.0
606,01/01/2020,09/23/2023,"Hall, GA",4,13,139,13139,Distribution of all-cause deaths (%),12284,1729,0.862,0.071,0.001,0.014,,0.051,,Small metro,50009.0,55175.0,57416.0,54200.0
607,01/01/2020,09/23/2023,"Hall, GA",4,13,139,13139,Distribution of COVID-19 deaths (%),12284,1729,0.817,0.084,,0.017,,0.082,,Small metro,50009.0,55175.0,57416.0,54200.0
608,01/01/2020,09/23/2023,"Hall, GA",4,13,139,13139,Distribution of population (%),12284,1729,0.599,0.073,0.002,0.021,0.0,0.291,0.013,Small metro,50009.0,55175.0,57416.0,54200.0
609,01/01/2020,09/23/2023,"Henry, GA",2,13,151,13151,Distribution of all-cause deaths (%),8178,820,0.519,0.431,0.001,0.021,,0.026,0.002,Large fringe metro,42920.0,46657.0,46921.0,45499.333333333336
610,01/01/2020,09/23/2023,"Henry, GA",2,13,151,13151,Distribution of COVID-19 deaths (%),8178,820,0.457,0.465,,0.023,,0.052,,Large fringe metro,42920.0,46657.0,46921.0,45499.333333333336
611,01/01/2020,09/23/2023,"Henry, GA",2,13,151,13151,Distribution of population (%),8178,820,0.377,0.489,0.002,0.033,0.001,0.076,0.023,Large fringe metro,42920.0,46657.0,46921.0,45499.333333333336
612,01/01/2020,09/23/2023,"Houston, GA",4,13,153,13153,Distribution of all-cause deaths (%),5498,510,0.68,0.279,,0.017,,0.019,0.002,Small metro,45424.0,49215.0,48082.0,47573.666666666664
613,01/01/2020,09/23/2023,"Houston, GA",4,13,153,13153,Distribution of COVID-19 deaths (%),5498,510,0.608,0.325,,0.02,,0.041,,Small metro,45424.0,49215.0,48082.0,47573.666666666664
614,01/01/2020,09/23/2023,"Houston, GA",4,13,153,13153,Distribution of population (%),5498,510,0.543,0.327,0.003,0.031,0.001,0.068,0.028,Small metro,45424.0,49215.0,48082.0,47573.666666666664
615,01/01/2020,09/23/2023,"Laurens, GA",5,13,175,13175,Distribution of all-cause deaths (%),3095,386,0.661,0.327,,0.004,,0.006,,Micropolitan,40071.0,43821.0,42791.0,42227.666666666664
616,01/01/2020,09/23/2023,"Laurens, GA",5,13,175,13175,Distribution of COVID-19 deaths (%),3095,386,0.679,0.308,,,,,,Micropolitan,40071.0,43821.0,42791.0,42227.666666666664
617,01/01/2020,09/23/2023,"Laurens, GA",5,13,175,13175,Distribution of population (%),3095,386,0.572,0.373,0.002,0.01,0.0,0.028,0.014,Micropolitan,40071.0,43821.0,42791.0,42227.666666666664
618,01/01/2020,09/23/2023,"Lowndes, GA",4,13,185,13185,Distribution of all-cause deaths (%),4927,604,0.627,0.341,,0.01,,0.018,,Small metro,41402.0,44477.0,43907.0,43262.0
619,01/01/2020,09/23/2023,"Lowndes, GA",4,13,185,13185,Distribution of COVID-19 deaths (%),4927,604,0.599,0.358,,,,0.025,,Small metro,41402.0,44477.0,43907.0,43262.0
620,01/01/2020,09/23/2023,"Lowndes, GA",4,13,185,13185,Distribution of population (%),4927,604,0.525,0.371,0.003,0.019,0.001,0.061,0.02,Small metro,41402.0,44477.0,43907.0,43262.0
621,01/01/2020,09/23/2023,"Muscogee, GA",3,13,215,13215,Distribution of all-cause deaths (%),11669,1371,0.55,0.418,,0.01,0.002,0.019,0.001,Medium metro,44073.0,48080.0,48049.0,46734.0
622,01/01/2020,09/23/2023,"Muscogee, GA",3,13,215,13215,Distribution of COVID-19 deaths (%),11669,1371,0.551,0.41,,0.011,,0.023,,Medium metro,44073.0,48080.0,48049.0,46734.0
623,01/01/2020,09/23/2023,"Muscogee, GA",3,13,215,13215,Distribution of population (%),11669,1371,0.395,0.465,0.003,0.028,0.002,0.08,0.027,Medium metro,44073.0,48080.0,48049.0,46734.0
624,01/01/2020,09/23/2023,"Newton, GA",2,13,217,13217,Distribution of all-cause deaths (%),3213,331,0.621,0.354,,0.005,,0.016,,Large fringe metro,38876.0,41815.0,41639.0,40776.666666666664
625,01/01/2020,09/23/2023,"Newton, GA",2,13,217,13217,Distribution of COVID-19 deaths (%),3213,331,0.607,0.35,,,,0.033,,Large fringe metro,38876.0,41815.0,41639.0,40776.666666666664
626,01/01/2020,09/23/2023,"Newton, GA",2,13,217,13217,Distribution of population (%),3213,331,0.428,0.476,0.002,0.011,0.001,0.062,0.02,Large fringe metro,38876.0,41815.0,41639.0,40776.666666666664
627,01/01/2020,09/23/2023,"Paulding, GA",2,13,223,13223,Distribution of all-cause deaths (%),3303,285,0.822,0.14,,0.008,,0.026,,Large fringe metro,43299.0,46884.0,48143.0,46108.666666666664
628,01/01/2020,09/23/2023,"Paulding, GA",2,13,223,13223,Distribution of COVID-19 deaths (%),3303,285,0.821,0.144,,,,,,Large fringe metro,43299.0,46884.0,48143.0,46108.666666666664
629,01/01/2020,09/23/2023,"Paulding, GA",2,13,223,13223,Distribution of population (%),3303,285,0.669,0.221,0.002,0.012,0.001,0.074,0.021,Large fringe metro,43299.0,46884.0,48143.0,46108.666666666664
630,01/01/2020,09/23/2023,"Pickens, GA",2,13,227,13227,Distribution of all-cause deaths (%),1765,230,0.978,0.007,,,,0.009,,Large fringe metro,52304.0,58572.0,60616.0,57164.0
631,01/01/2020,09/23/2023,"Pickens, GA",2,13,227,13227,Distribution of COVID-19 deaths (%),1765,230,0.974,,,,,,,Large fringe metro,52304.0,58572.0,60616.0,57164.0
632,01/01/2020,09/23/2023,"Pickens, GA",2,13,227,13227,Distribution of population (%),1765,230,0.93,0.012,0.003,0.008,0.0,0.033,0.014,Large fringe metro,52304.0,58572.0,60616.0,57164.0
633,01/01/2020,09/23/2023,"Richmond, GA",3,13,245,13245,Distribution of all-cause deaths (%),15857,2064,0.537,0.43,0.001,0.011,0.001,0.018,0.001,Medium metro,41139.0,43706.0,42289.0,42378.0
634,01/01/2020,09/23/2023,"Richmond, GA",3,13,245,13245,Distribution of COVID-19 deaths (%),15857,2064,0.543,0.419,,0.012,,0.024,,Medium metro,41139.0,43706.0,42289.0,42378.0
635,01/01/2020,09/23/2023,"Richmond, GA",3,13,245,13245,Distribution of population (%),15857,2064,0.331,0.57,0.003,0.017,0.002,0.053,0.024,Medium metro,41139.0,43706.0,42289.0,42378.0
636,01/01/2020,09/23/2023,"Rockdale, GA",2,13,247,13247,Distribution of all-cause deaths (%),3258,326,0.493,0.466,,0.007,,0.029,0.003,Large fringe metro,38989.0,41988.0,41230.0,40735.666666666664
637,01/01/2020,09/23/2023,"Rockdale, GA",2,13,247,13247,Distribution of COVID-19 deaths (%),3258,326,0.442,0.512,,,,0.04,,Large fringe metro,38989.0,41988.0,41230.0,40735.666666666664
638,01/01/2020,09/23/2023,"Rockdale, GA",2,13,247,13247,Distribution of population (%),3258,326,0.272,0.585,0.002,0.016,0.001,0.103,0.021,Large fringe metro,38989.0,41988.0,41230.0,40735.666666666664
639,01/01/2020,09/23/2023,"Spalding, GA",2,13,255,13255,Distribution of all-cause deaths (%),4767,521,0.701,0.279,,0.004,,0.013,,Large fringe metro,38420.0,42951.0,41959.0,41110.0
640,01/01/2020,09/23/2023,"Spalding, GA",2,13,255,13255,Distribution of COVID-19 deaths (%),4767,521,0.67,0.294,,,,0.031,,Large fringe metro,38420.0,42951.0,41959.0,41110.0
641,01/01/2020,09/23/2023,"Spalding, GA",2,13,255,13255,Distribution of population (%),4767,521,0.566,0.352,0.003,0.009,0.001,0.052,0.018,Large fringe metro,38420.0,42951.0,41959.0,41110.0
642,01/01/2020,09/23/2023,"Sumter, GA",5,13,261,13261,Distribution of all-cause deaths (%),1449,168,0.547,0.44,,,,0.008,,Micropolitan,40077.0,43580.0,42832.0,42163.0
643,01/01/2020,09/23/2023,"Sumter, GA",5,13,261,13261,Distribution of COVID-19 deaths (%),1449,168,0.518,0.47,,,,,,Micropolitan,40077.0,43580.0,42832.0,42163.0
644,01/01/2020,09/23/2023,"Sumter, GA",5,13,261,13261,Distribution of population (%),1449,168,0.387,0.526,0.003,0.012,0.0,0.06,0.011,Micropolitan,40077.0,43580.0,42832.0,42163.0
645,01/01/2020,09/23/2023,"Thomas, GA",5,13,275,13275,Distribution of all-cause deaths (%),2974,332,0.629,0.356,,,,0.011,,Micropolitan,47490.0,53241.0,53576.0,51435.666666666664
646,01/01/2020,09/23/2023,"Thomas, GA",5,13,275,13275,Distribution of COVID-19 deaths (%),2974,332,0.587,0.38,,,,0.03,,Micropolitan,47490.0,53241.0,53576.0,51435.666666666664
647,01/01/2020,09/23/2023,"Thomas, GA",5,13,275,13275,Distribution of population (%),2974,332,0.573,0.361,0.004,0.01,0.0,0.038,0.013,Micropolitan,47490.0,53241.0,53576.0,51435.666666666664
648,01/01/2020,09/23/2023,"Tift, GA",5,13,277,13277,Distribution of all-cause deaths (%),2599,398,0.71,0.25,,0.005,,0.033,,Micropolitan,41453.0,45381.0,44567.0,43800.333333333336
649,01/01/2020,09/23/2023,"Tift, GA",5,13,277,13277,Distribution of COVID-19 deaths (%),2599,398,0.633,0.289,,,,0.078,,Micropolitan,41453.0,45381.0,44567.0,43800.333333333336
650,01/01/2020,09/23/2023,"Tift, GA",5,13,277,13277,Distribution of population (%),2599,398,0.544,0.301,0.002,0.014,0.0,0.125,0.013,Micropolitan,41453.0,45381.0,44567.0,43800.333333333336
651,01/01/2020,09/23/2023,"Toombs, GA",5,13,279,13279,Distribution of all-cause deaths (%),2077,288,0.759,0.214,,,,0.024,,Micropolitan,39384.0,42723.0,41673.0,41260.0
652,01/01/2020,09/23/2023,"Toombs, GA",5,13,279,13279,Distribution of COVID-19 deaths (%),2077,288,0.757,0.201,,,,0.038,,Micropolitan,39384.0,42723.0,41673.0,41260.0
653,01/01/2020,09/23/2023,"Toombs, GA",5,13,279,13279,Distribution of population (%),2077,288,0.598,0.263,0.002,0.008,0.001,0.115,0.013,Micropolitan,39384.0,42723.0,41673.0,41260.0
654,01/01/2020,09/23/2023,"Troup, GA",5,13,285,13285,Distribution of all-cause deaths (%),3490,485,0.679,0.307,,0.005,,0.006,,Micropolitan,41256.0,44969.0,44692.0,43639.0
655,01/01/2020,09/23/2023,"Troup, GA",5,13,285,13285,Distribution of COVID-19 deaths (%),3490,485,0.639,0.344,,,,,,Micropolitan,41256.0,44969.0,44692.0,43639.0
656,01/01/2020,09/23/2023,"Troup, GA",5,13,285,13285,Distribution of population (%),3490,485,0.555,0.363,0.003,0.024,0.001,0.038,0.017,Micropolitan,41256.0,44969.0,44692.0,43639.0
657,01/01/2020,09/23/2023,"Union, GA",6,13,291,13291,Distribution of all-cause deaths (%),1364,178,0.988,,,,,0.009,,Noncore,41837.0,45300.0,44591.0,43909.333333333336
658,01/01/2020,09/23/2023,"Union, GA",6,13,291,13291,Distribution of COVID-19 deaths (%),1364,178,0.989,,,,,,,Noncore,41837.0,45300.0,44591.0,43909.333333333336
659,01/01/2020,09/23/2023,"Union, GA",6,13,291,13291,Distribution of population (%),1364,178,0.934,0.009,0.004,0.004,0.0,0.037,0.012,Noncore,41837.0,45300.0,44591.0,43909.333333333336
660,01/01/2020,09/23/2023,"Upson, GA",5,13,293,13293,Distribution of all-cause deaths (%),2088,339,0.723,0.268,,,,,,Micropolitan,37311.0,41489.0,41014.0,39938.0
661,01/01/2020,09/23/2023,"Upson, GA",5,13,293,13293,Distribution of COVID-19 deaths (%),2088,339,0.702,0.289,,,,,,Micropolitan,37311.0,41489.0,41014.0,39938.0
662,01/01/2020,09/23/2023,"Upson, GA",5,13,293,13293,Distribution of population (%),2088,339,0.668,0.279,0.003,0.006,0.001,0.025,0.017,Micropolitan,37311.0,41489.0,41014.0,39938.0
663,01/01/2020,09/23/2023,"Walker, GA",3,13,295,13295,Distribution of all-cause deaths (%),2164,119,0.969,0.027,,,,,,Medium metro,37808.0,41559.0,42301.0,40556.0
664,01/01/2020,09/23/2023,"Walker, GA",3,13,295,13295,Distribution of COVID-19 deaths (%),2164,119,0.966,,,,,,,Medium metro,37808.0,41559.0,42301.0,40556.0
665,01/01/2020,09/23/2023,"Walker, GA",3,13,295,13295,Distribution of population (%),2164,119,0.903,0.043,0.003,0.007,0.0,0.027,0.016,Medium metro,37808.0,41559.0,42301.0,40556.0
666,01/01/2020,09/23/2023,"Walton, GA",2,13,297,13297,Distribution of all-cause deaths (%),3751,376,0.83,0.147,,0.008,,0.012,,Large fringe metro,46685.0,50561.0,51707.0,49651.0
667,01/01/2020,09/23/2023,"Walton, GA",2,13,297,13297,Distribution of COVID-19 deaths (%),3751,376,0.801,0.186,,,,,,Large fringe metro,46685.0,50561.0,51707.0,49651.0
668,01/01/2020,09/23/2023,"Walton, GA",2,13,297,13297,Distribution of population (%),3751,376,0.721,0.19,0.003,0.017,0.001,0.053,0.016,Large fringe metro,46685.0,50561.0,51707.0,49651.0
669,01/01/2020,09/23/2023,"Ware, GA",5,13,299,13299,Distribution of all-cause deaths (%),2560,366,0.78,0.208,,,,0.007,,Micropolitan,36443.0,39081.0,38420.0,37981.333333333336
670,01/01/2020,09/23/2023,"Ware, GA",5,13,299,13299,Distribution of COVID-19 deaths (%),2560,366,0.762,0.23,,,,,,Micropolitan,36443.0,39081.0,38420.0,37981.333333333336
671,01/01/2020,09/23/2023,"Ware, GA",5,13,299,13299,Distribution of population (%),2560,366,0.622,0.299,0.004,0.012,0.0,0.044,0.019,Micropolitan,36443.0,39081.0,38420.0,37981.333333333336
672,01/01/2020,09/23/2023,"Wayne, GA",5,13,305,13305,Distribution of all-cause deaths (%),1493,183,0.8,0.186,,,,0.011,,Micropolitan,35791.0,38894.0,37869.0,37518.0
673,01/01/2020,09/23/2023,"Wayne, GA",5,13,305,13305,Distribution of COVID-19 deaths (%),1493,183,0.754,0.23,,,,,,Micropolitan,35791.0,38894.0,37869.0,37518.0
674,01/01/2020,09/23/2023,"Wayne, GA",5,13,305,13305,Distribution of population (%),1493,183,0.709,0.195,0.004,0.007,0.0,0.066,0.018,Micropolitan,35791.0,38894.0,37869.0,37518.0
675,01/01/2020,09/23/2023,"Whitfield, GA",4,13,313,13313,Distribution of all-cause deaths (%),3903,476,0.885,0.04,,0.005,,0.066,,Small metro,42967.0,44941.0,45299.0,44402.333333333336
676,01/01/2020,09/23/2023,"Whitfield, GA",4,13,313,13313,Distribution of COVID-19 deaths (%),3903,476,0.824,0.032,,,,0.137,,Small metro,42967.0,44941.0,45299.0,44402.333333333336
677,01/01/2020,09/23/2023,"Whitfield, GA",4,13,313,13313,Distribution of population (%),3903,476,0.568,0.036,0.002,0.014,0.001,0.367,0.012,Small metro,42967.0,44941.0,45299.0,44402.333333333336
678,01/01/2020,09/23/2023,"Hawaii, HI",5,15,1,15001,Distribution of all-cause deaths (%),7127,250,0.403,0.007,0.003,0.252,0.068,0.065,0.203,Micropolitan,45549.0,50585.0,49476.0,48536.666666666664
679,01/01/2020,09/23/2023,"Hawaii, HI",5,15,1,15001,Distribution of COVID-19 deaths (%),7127,250,0.292,,,0.276,0.104,0.112,0.204,Micropolitan,45549.0,50585.0,49476.0,48536.666666666664
680,01/01/2020,09/23/2023,"Hawaii, HI",5,15,1,15001,Distribution of population (%),7127,250,0.298,0.007,0.003,0.197,0.119,0.135,0.241,Micropolitan,45549.0,50585.0,49476.0,48536.666666666664
681,01/01/2020,09/23/2023,"Honolulu, HI",3,15,3,15003,Distribution of all-cause deaths (%),32904,1435,0.172,0.009,0.001,0.518,0.079,0.048,0.173,Medium metro,60273.0,64193.0,64936.0,63134.0
682,01/01/2020,09/23/2023,"Honolulu, HI",3,15,3,15003,Distribution of COVID-19 deaths (%),32904,1435,0.102,,,0.482,0.185,0.067,0.157,Medium metro,60273.0,64193.0,64936.0,63134.0
683,01/01/2020,09/23/2023,"Honolulu, HI",3,15,3,15003,Distribution of population (%),32904,1435,0.176,0.025,0.002,0.413,0.093,0.102,0.19,Medium metro,60273.0,64193.0,64936.0,63134.0
684,01/01/2020,09/23/2023,"Black Hawk, IA",4,19,13,19013,Distribution of all-cause deaths (%),5915,645,0.9,0.078,,0.006,0.003,0.011,,Small metro,49252.0,52431.0,53471.0,51718.0
685,01/01/2020,09/23/2023,"Black Hawk, IA",4,19,13,19013,Distribution of COVID-19 deaths (%),5915,645,0.862,0.084,,,,0.031,,Small metro,49252.0,52431.0,53471.0,51718.0
686,01/01/2020,09/23/2023,"Black Hawk, IA",4,19,13,19013,Distribution of population (%),5915,645,0.801,0.094,0.002,0.026,0.004,0.047,0.025,Small metro,49252.0,52431.0,53471.0,51718.0
687,01/01/2020,09/23/2023,"Cerro Gordo, IA",5,19,33,19033,Distribution of all-cause deaths (%),2783,303,0.964,0.009,,0.005,,0.019,,Micropolitan,52333.0,61338.0,67777.0,60482.666666666664
688,01/01/2020,09/23/2023,"Cerro Gordo, IA",5,19,33,19033,Distribution of COVID-19 deaths (%),2783,303,0.95,,,,,0.033,,Micropolitan,52333.0,61338.0,67777.0,60482.666666666664
689,01/01/2020,09/23/2023,"Cerro Gordo, IA",5,19,33,19033,Distribution of population (%),2783,303,0.894,0.02,0.002,0.011,0.002,0.053,0.018,Micropolitan,52333.0,61338.0,67777.0,60482.666666666664
690,01/01/2020,09/23/2023,"Clinton, IA",5,19,45,19045,Distribution of all-cause deaths (%),1991,166,0.968,0.019,,,,0.008,,Micropolitan,47396.0,51474.0,52629.0,50499.666666666664
691,01/01/2020,09/23/2023,"Clinton, IA",5,19,45,19045,Distribution of COVID-19 deaths (%),1991,166,0.952,,,,,,,Micropolitan,47396.0,51474.0,52629.0,50499.666666666664
692,01/01/2020,09/23/2023,"Clinton, IA",5,19,45,19045,Distribution of population (%),1991,166,0.907,0.028,0.003,0.007,0.0,0.033,0.021,Micropolitan,47396.0,51474.0,52629.0,50499.666666666664
693,01/01/2020,09/23/2023,"Dallas, IA",3,19,49,19049,Distribution of all-cause deaths (%),1733,111,0.954,0.016,,,,0.023,,Medium metro,70783.0,76813.0,79938.0,75844.66666666667
694,01/01/2020,09/23/2023,"Dallas, IA",3,19,49,19049,Distribution of COVID-19 deaths (%),1733,111,0.937,,,,,,,Medium metro,70783.0,76813.0,79938.0,75844.66666666667
695,01/01/2020,09/23/2023,"Dallas, IA",3,19,49,19049,Distribution of population (%),1733,111,0.84,0.027,0.002,0.052,0.001,0.063,0.015,Medium metro,70783.0,76813.0,79938.0,75844.66666666667
696,01/01/2020,09/23/2023,"Des Moines, IA",5,19,57,19057,Distribution of all-cause deaths (%),2118,210,0.96,0.03,,,,0.008,,Micropolitan,53868.0,58622.0,60617.0,57702.333333333336
697,01/01/2020,09/23/2023,"Des Moines, IA",5,19,57,19057,Distribution of COVID-19 deaths (%),2118,210,0.952,,,,,,,Micropolitan,53868.0,58622.0,60617.0,57702.333333333336
698,01/01/2020,09/23/2023,"Des Moines, IA",5,19,57,19057,Distribution of population (%),2118,210,0.863,0.061,0.003,0.011,0.0,0.035,0.026,Micropolitan,53868.0,58622.0,60617.0,57702.333333333336
699,01/01/2020,09/23/2023,"Dubuque, IA",4,19,61,19061,Distribution of all-cause deaths (%),4087,401,0.974,0.014,,0.003,0.002,0.006,,Small metro,52804.0,58027.0,60090.0,56973.666666666664
700,01/01/2020,09/23/2023,"Dubuque, IA",4,19,61,19061,Distribution of COVID-19 deaths (%),4087,401,0.97,,,,,,,Small metro,52804.0,58027.0,60090.0,56973.666666666664
701,01/01/2020,09/23/2023,"Dubuque, IA",4,19,61,19061,Distribution of population (%),4087,401,0.897,0.036,0.002,0.013,0.007,0.028,0.017,Small metro,52804.0,58027.0,60090.0,56973.666666666664
702,01/01/2020,09/23/2023,"Johnson, IA",4,19,103,19103,Distribution of all-cause deaths (%),7966,679,0.909,0.043,0.003,0.012,0.002,0.027,0.004,Small metro,56435.0,60934.0,62302.0,59890.333333333336
703,01/01/2020,09/23/2023,"Johnson, IA",4,19,103,19103,Distribution of COVID-19 deaths (%),7966,679,0.86,0.049,,,,0.077,,Small metro,56435.0,60934.0,62302.0,59890.333333333336
